income,expenses,savings,loans,financial_personality,next_month_savings
117661,63753.0,30080.0,23828.0,Saver,34841.0
2715687,1678048.0,412946.0,624693.0,Spender,355008.0
1770684,813008.0,580501.0,377175.0,Balanced,570845.0
2413917,1449478.0,430708.0,533731.0,Balanced,423038.0
1244682,694470.0,511146.0,39066.0,Saver,548081.0
2128007,1609550.0,75757.0,442700.0,Spender,67072.0
1357506,831144.0,452345.0,74017.0,Balanced,447434.0
2021206,619139.0,1342634.0,59433.0,Saver,1589786.0
2807634,1354757.0,815128.0,637749.0,Saver,940145.0
2951614,2032401.0,131658.0,787555.0,Balanced,139765.0
2596026,1553214.0,484633.0,558179.0,Balanced,489742.0
903499,611382.0,73767.0,218350.0,Balanced,76720.0
168033,95746.0,22326.0,49961.0,Balanced,22887.0
680265,444222.0,208542.0,27501.0,Balanced,203353.0
2760309,1759003.0,202070.0,799236.0,Spender,163590.0
1728050,582446.0,833934.0,311670.0,Saver,961132.0
2968258,997494.0,1246580.0,724184.0,Saver,1331567.0
1265502,691793.0,326872.0,246837.0,Balanced,313340.0
1669135,833030.0,550664.0,285441.0,Balanced,559629.0
481734,296630.0,83417.0,101687.0,Balanced,88481.0
1471796,987261.0,343128.0,141407.0,Balanced,365545.0
2812779,1647761.0,385087.0,779931.0,Balanced,416287.0
2369049,1099151.0,1187958.0,81940.0,Balanced,1164059.0
2148214,1244381.0,698873.0,204960.0,Saver,837141.0
2242614,1252180.0,969468.0,20966.0,Balanced,1031981.0
1498021,1222361.0,153726.0,121934.0,Spender,127814.0
1548585,878283.0,568926.0,101376.0,Saver,669119.0
820173,571619.0,236342.0,12212.0,Balanced,242214.0
2719355,1500592.0,817571.0,401192.0,Balanced,784853.0
708956,384551.0,224732.0,99673.0,Saver,240420.0
1497960,704131.0,758891.0,34938.0,Saver,846227.0
1730963,944995.0,649992.0,135976.0,Balanced,669216.0
2679001,1503760.0,409056.0,766185.0,Balanced,446740.0
517010,281917.0,217917.0,17176.0,Balanced,214072.0
1705016,726863.0,822134.0,156019.0,Saver,921707.0
1747900,903867.0,825228.0,18805.0,Saver,894451.0
436193,163530.0,253180.0,19483.0,Saver,287045.0
76734,37209.0,23425.0,16100.0,Saver,27791.0
973875,500463.0,366271.0,107141.0,Saver,415777.0
2173221,1450902.0,427580.0,294739.0,Balanced,438915.0
587198,410782.0,148763.0,27653.0,Spender,141329.0
1434199,1230801.0,0.0,293497.0,Spender,0.0
2618103,1527892.0,499943.0,590268.0,Saver,592854.0
131264,64924.0,59208.0,7132.0,Saver,67298.0
73275,46268.0,26018.0,989.0,Balanced,27396.0
2743714,1431429.0,1245661.0,66624.0,Balanced,1336400.0
2510072,1721007.0,294295.0,494770.0,Balanced,307614.0
2338228,1873525.0,369647.0,95056.0,Spender,343122.0
1052163,729198.0,167060.0,155905.0,Spender,158026.0
1808489,1304424.0,421250.0,82815.0,Spender,341401.0
622735,489050.0,101898.0,31787.0,Spender,89308.0
2050609,964280.0,1083646.0,2683.0,Balanced,1185986.0
962826,506614.0,363543.0,92669.0,Saver,395786.0
2747143,1284035.0,1389102.0,74006.0,Balanced,1432634.0
912522,435763.0,368910.0,107849.0,Saver,397063.0
853692,519985.0,180610.0,153097.0,Balanced,180337.0
1211157,796850.0,280765.0,133542.0,Balanced,296926.0
1364532,846242.0,229658.0,288632.0,Balanced,240329.0
471240,395676.0,0.0,104821.0,Spender,0.0
994789,670368.0,116528.0,207893.0,Balanced,127098.0
2263573,1311359.0,316118.0,636096.0,Balanced,337063.0
575893,318978.0,215918.0,40997.0,Saver,235391.0
2219455,820225.0,1273083.0,126147.0,Saver,1425620.0
2305363,1485622.0,398059.0,421682.0,Balanced,430582.0
1044653,487337.0,370884.0,186432.0,Balanced,353590.0
237210,208837.0,0.0,36300.0,Spender,0.0
912557,637870.0,273495.0,1192.0,Spender,231484.0
2292142,1035020.0,875317.0,381805.0,Balanced,839931.0
1257094,433007.0,472303.0,351784.0,Saver,560590.0
2271192,1490315.0,552910.0,227967.0,Spender,532594.0
718406,311976.0,197891.0,208539.0,Saver,213286.0
468034,260529.0,157413.0,50092.0,Balanced,169304.0
2903406,1666949.0,1114641.0,121816.0,Saver,1194855.0
1083255,557123.0,396660.0,129472.0,Balanced,405158.0
2937908,1073055.0,1428916.0,435937.0,Saver,1655922.0
845543,526897.0,158974.0,159672.0,Balanced,163754.0
590677,260132.0,241079.0,89466.0,Balanced,259791.0
1745041,1514146.0,0.0,280979.0,Spender,0.0
1782682,1288558.0,481253.0,12871.0,Spender,426578.0
1221459,957810.0,170713.0,92936.0,Spender,168158.0
1841822,1207969.0,462179.0,171674.0,Spender,373098.0
2909653,1290893.0,757134.0,861626.0,Balanced,774745.0
2016197,1088044.0,749376.0,178777.0,Saver,861121.0
437952,231637.0,88517.0,117798.0,Balanced,95192.0
2259373,1346638.0,706181.0,206554.0,Saver,798813.0
1080117,493926.0,555048.0,31143.0,Saver,656526.0
2946818,2515686.0,212227.0,218905.0,Spender,187875.0
2407821,2152566.0,58178.0,197077.0,Spender,50232.0
2906376,1988964.0,64465.0,852947.0,Spender,64127.0
2987025,1912486.0,470301.0,604238.0,Balanced,493852.0
575134,176337.0,238045.0,160752.0,Saver,265150.0
1439959,725633.0,353618.0,360708.0,Saver,417880.0
294761,183801.0,59796.0,51164.0,Balanced,62933.0
2980098,1618816.0,757465.0,603817.0,Balanced,792074.0
2284693,796516.0,1059909.0,428268.0,Saver,1228732.0
997609,583617.0,214591.0,199401.0,Balanced,227626.0
1927109,1675156.0,98879.0,153074.0,Spender,88852.0
114323,77671.0,22655.0,13997.0,Balanced,22947.0
2763362,1723870.0,548208.0,491284.0,Balanced,595569.0
1287715,616962.0,656873.0,13880.0,Balanced,673024.0
1004480,664060.0,194921.0,145499.0,Balanced,191485.0
2382811,1350213.0,418028.0,614570.0,Saver,471636.0
2536830,1294221.0,867893.0,374716.0,Balanced,828980.0
904016,592035.0,162188.0,149793.0,Spender,153213.0
1203113,676628.0,453611.0,72874.0,Saver,484932.0
914909,791880.0,0.0,218026.0,Spender,0.0
2389135,1027977.0,1103935.0,257223.0,Balanced,1205446.0
1665397,1149283.0,38185.0,477929.0,Balanced,40701.0
838260,385536.0,202827.0,249897.0,Saver,225571.0
1100493,768275.0,29802.0,302416.0,Balanced,29383.0
332762,177529.0,146760.0,8473.0,Balanced,157991.0
1655118,761329.0,728352.0,165437.0,Saver,870590.0
2933427,1994217.0,107462.0,831748.0,Spender,96895.0
1466012,981765.0,130410.0,353837.0,Balanced,135237.0
1608506,1179218.0,0.0,439693.0,Spender,0.0
621650,338416.0,176456.0,106778.0,Saver,200875.0
332272,140857.0,143528.0,47887.0,Balanced,144976.0
435925,277455.0,144543.0,13927.0,Balanced,155649.0
2913793,1594057.0,585922.0,733814.0,Balanced,589770.0
764743,307138.0,286652.0,170953.0,Balanced,300215.0
2736985,1827974.0,860668.0,48343.0,Spender,723558.0
453081,162257.0,262359.0,28465.0,Saver,279045.0
2449105,1531987.0,507669.0,409449.0,Balanced,485359.0
428892,318736.0,22096.0,88060.0,Spender,19514.0
55287,24764.0,28240.0,2283.0,Balanced,27521.0
1356241,511358.0,745271.0,99612.0,Saver,893596.0
706702,530891.0,134870.0,40941.0,Spender,129432.0
2035296,1233168.0,667800.0,134328.0,Spender,626847.0
2133592,1124910.0,419354.0,589328.0,Balanced,448918.0
2240222,1127769.0,631375.0,481078.0,Saver,687828.0
2769269,1260921.0,895974.0,612374.0,Saver,1058942.0
1528050,732593.0,431478.0,363979.0,Saver,517491.0
1061293,528508.0,419256.0,113529.0,Balanced,416522.0
1140654,404844.0,473282.0,262528.0,Saver,566849.0
657812,357141.0,107587.0,193084.0,Saver,118137.0
2374797,1357649.0,519585.0,497563.0,Saver,546478.0
836667,462863.0,269199.0,104605.0,Balanced,270567.0
1403649,549546.0,552448.0,301655.0,Saver,662732.0
1225885,923534.0,0.0,331281.0,Spender,0.0
1428164,805050.0,567946.0,55168.0,Saver,655592.0
1762503,1423084.0,199144.0,140275.0,Spender,168808.0
2493851,1639919.0,166156.0,687776.0,Balanced,161485.0
1434418,1001961.0,25269.0,407188.0,Spender,24690.0
436594,267891.0,105291.0,63412.0,Balanced,106555.0
2919760,1739928.0,851752.0,328080.0,Balanced,809689.0
1142501,881422.0,164155.0,96924.0,Spender,140984.0
1094027,610978.0,319355.0,163694.0,Balanced,312763.0
187023,105723.0,28866.0,52434.0,Balanced,30037.0
1185964,776689.0,355974.0,53301.0,Balanced,378549.0
582295,509391.0,0.0,73340.0,Spender,0.0
1533624,972100.0,142105.0,419419.0,Spender,118967.0
2205748,1699819.0,274908.0,231021.0,Spender,223113.0
2006109,1355172.0,188680.0,462257.0,Balanced,188120.0
2498157,850428.0,1355999.0,291730.0,Saver,1587732.0
923172,391294.0,308952.0,222926.0,Saver,343841.0
572244,358639.0,45193.0,168412.0,Spender,38434.0
1511074,504764.0,830502.0,175808.0,Saver,874609.0
729290,635382.0,0.0,184897.0,Spender,0.0
2646249,1148085.0,713485.0,784679.0,Saver,822451.0
2796941,2256074.0,0.0,825514.0,Spender,0.0
1905619,841663.0,815975.0,247981.0,Balanced,840926.0
1112636,674907.0,275586.0,162143.0,Spender,243659.0
1836921,1225493.0,444231.0,167197.0,Balanced,468927.0
1617121,763869.0,700910.0,152342.0,Saver,826436.0
879735,269196.0,480566.0,129973.0,Saver,526728.0
2877558,2007678.0,696779.0,173101.0,Balanced,756504.0
1138287,623392.0,272056.0,242839.0,Balanced,287303.0
385484,286323.0,37139.0,62022.0,Spender,29987.0
2612469,1531623.0,376994.0,703852.0,Balanced,402888.0
2365286,951723.0,838385.0,575178.0,Balanced,858669.0
1201550,685774.0,399536.0,116240.0,Balanced,436221.0
1500976,1184038.0,89178.0,227760.0,Spender,77115.0
739376,287681.0,285221.0,166474.0,Saver,324776.0
488774,302090.0,158355.0,28329.0,Balanced,173149.0
2659089,1364723.0,1269160.0,25206.0,Balanced,1257324.0
2558749,1318605.0,585894.0,654250.0,Saver,656666.0
964228,427295.0,497144.0,39789.0,Balanced,528402.0
1003959,576382.0,159697.0,267880.0,Saver,184237.0
2239415,1934490.0,0.0,613784.0,Spender,0.0
971522,626814.0,210434.0,134274.0,Spender,190224.0
1677781,1143468.0,128232.0,406081.0,Balanced,127955.0
395266,303301.0,48898.0,43067.0,Spender,44351.0
1588601,969833.0,209736.0,409032.0,Balanced,210259.0
2627855,2239164.0,0.0,650143.0,Spender,0.0
393054,167076.0,216719.0,9259.0,Balanced,223924.0
1366128,615830.0,511525.0,238773.0,Balanced,489661.0
1157955,564060.0,371568.0,222327.0,Balanced,355028.0
1123629,610312.0,513028.0,289.0,Balanced,492346.0
1501238,606224.0,453687.0,441327.0,Saver,522145.0
2245875,1688345.0,283600.0,273930.0,Spender,249964.0
2722796,968703.0,1331507.0,422586.0,Saver,1496770.0
1371509,692127.0,599229.0,80153.0,Saver,660057.0
1982728,826243.0,793099.0,363386.0,Balanced,783618.0
903088,368853.0,314617.0,219618.0,Saver,347257.0
1949492,1274402.0,332432.0,342658.0,Spender,278803.0
1130730,926045.0,0.0,267316.0,Spender,0.0
2411632,2086293.0,0.0,528949.0,Spender,0.0
1464397,913250.0,446739.0,104408.0,Spender,403575.0
1952787,1241018.0,456454.0,255315.0,Balanced,466279.0
2428325,1381029.0,939022.0,108274.0,Saver,1028500.0
895633,799076.0,85289.0,11268.0,Spender,69976.0
1273520,730766.0,518658.0,24096.0,Balanced,547445.0
1669061,831556.0,365578.0,471927.0,Balanced,378531.0
1546972,1077608.0,12448.0,456916.0,Spender,11974.0
1253358,643839.0,573807.0,35712.0,Balanced,565388.0
2350119,1842024.0,271772.0,236323.0,Spender,260443.0
1949443,1456368.0,426158.0,66917.0,Spender,365809.0
1489758,739055.0,377863.0,372840.0,Saver,403138.0
1855468,1135164.0,444045.0,276259.0,Spender,367218.0
2211924,955030.0,844639.0,412255.0,Balanced,830414.0
176108,104425.0,43158.0,28525.0,Saver,49734.0
2510491,2255967.0,0.0,534926.0,Spender,0.0
1757692,1096796.0,492615.0,168281.0,Balanced,512606.0
1381329,935048.0,389304.0,56977.0,Spender,331416.0
2130154,1248301.0,870593.0,11260.0,Saver,961817.0
2294702,1064996.0,922886.0,306820.0,Balanced,999908.0
2580034,1340146.0,537215.0,702673.0,Saver,604396.0
387827,168541.0,183769.0,35517.0,Balanced,191127.0
1590889,786967.0,710398.0,93524.0,Saver,766087.0
1753194,1100751.0,165383.0,487060.0,Balanced,160376.0
2742755,2352988.0,303001.0,86766.0,Spender,267440.0
438349,271904.0,159633.0,6812.0,Balanced,172134.0
1112729,642095.0,177069.0,293565.0,Saver,192321.0
1699189,945220.0,396676.0,357293.0,Balanced,413834.0
2029079,1629814.0,142342.0,256923.0,Spender,138701.0
444030,315645.0,28166.0,100219.0,Spender,27797.0
126077,76039.0,21994.0,28044.0,Spender,21967.0
183515,115065.0,66244.0,2206.0,Balanced,70513.0
1305564,862923.0,177776.0,264865.0,Balanced,170887.0
1958327,689678.0,892138.0,376511.0,Saver,1053365.0
175885,54277.0,70754.0,50854.0,Saver,83691.0
946209,425180.0,246641.0,274388.0,Balanced,254926.0
591656,336408.0,188190.0,67058.0,Saver,199503.0
720688,352166.0,240994.0,127528.0,Balanced,246175.0
2335166,1097788.0,1138350.0,99028.0,Balanced,1117410.0
2238903,905361.0,1288905.0,44637.0,Balanced,1309935.0
280203,109032.0,134791.0,36380.0,Saver,156171.0
863738,444559.0,240416.0,178763.0,Saver,276510.0
2101531,1445279.0,298302.0,357950.0,Balanced,318288.0
2842427,1403654.0,1072392.0,366381.0,Balanced,1095425.0
2970803,1402830.0,838838.0,729135.0,Balanced,861167.0
1603731,908386.0,313131.0,382214.0,Saver,372737.0
245716,136557.0,55204.0,53955.0,Saver,63191.0
2731719,1088448.0,1580142.0,63129.0,Saver,1836332.0
2462324,1035756.0,838218.0,588350.0,Balanced,879859.0
940695,562156.0,119070.0,259469.0,Saver,136463.0
50126,25274.0,23958.0,894.0,Saver,28439.0
888761,513681.0,267983.0,107097.0,Saver,295712.0
550315,386631.0,512.0,163172.0,Spender,453.0
1819246,1081188.0,411009.0,327049.0,Balanced,413871.0
1208521,969656.0,52664.0,186201.0,Spender,50191.0
2464472,1384717.0,948562.0,131193.0,Saver,1119553.0
1349445,1211690.0,0.0,228928.0,Spender,0.0
791426,500656.0,186529.0,104241.0,Spender,154534.0
548716,268506.0,259231.0,20979.0,Saver,291406.0
2609272,1046141.0,1199660.0,363471.0,Saver,1436772.0
2326106,1496843.0,714540.0,114723.0,Balanced,700644.0
2816230,1482025.0,716890.0,617315.0,Saver,801340.0
2431412,1380448.0,340762.0,710202.0,Saver,371672.0
2052324,1443011.0,320196.0,289117.0,Spender,315244.0
2117801,964360.0,751672.0,401769.0,Balanced,776205.0
182717,110825.0,48268.0,23624.0,Spender,44201.0
2795525,1332493.0,1346917.0,116115.0,Balanced,1281240.0
2527014,1794563.0,0.0,735782.0,Spender,0.0
544592,372403.0,151019.0,21170.0,Balanced,150408.0
1267078,566906.0,657740.0,42432.0,Saver,741281.0
2004727,1136544.0,592028.0,276155.0,Balanced,609588.0
2079454,1172892.0,495524.0,411038.0,Saver,564319.0
2477540,2144363.0,69376.0,263801.0,Spender,66928.0
1765630,985883.0,677773.0,101974.0,Balanced,674276.0
368408,233612.0,44282.0,90514.0,Spender,37694.0
518276,249371.0,212449.0,56456.0,Balanced,227187.0
1064920,784917.0,217922.0,62081.0,Spender,205663.0
2204697,1378709.0,584518.0,241470.0,Balanced,575073.0
561411,344428.0,180847.0,36136.0,Balanced,171827.0
2972808,1762318.0,747224.0,463266.0,Balanced,784503.0
934377,620495.0,126552.0,187330.0,Balanced,123208.0
2160376,1384356.0,257817.0,518203.0,Balanced,281936.0
90738,63030.0,21513.0,6195.0,Balanced,22388.0
1948739,1689065.0,162069.0,97605.0,Spender,157196.0
1279336,458894.0,812918.0,7524.0,Saver,951800.0
1067433,445424.0,548968.0,73041.0,Balanced,567452.0
516725,270946.0,242073.0,3706.0,Balanced,245886.0
2811089,1645194.0,874547.0,291348.0,Balanced,895991.0
1224737,726185.0,445021.0,53531.0,Balanced,476372.0
1631530,783549.0,564146.0,283835.0,Balanced,590135.0
894193,498928.0,292327.0,102938.0,Saver,315964.0
2137258,852283.0,1224970.0,60005.0,Saver,1398185.0
348512,305204.0,1501.0,41807.0,Spender,1322.0
712143,314397.0,353020.0,44726.0,Saver,373917.0
2713354,1636470.0,523215.0,553669.0,Spender,458469.0
1300155,583266.0,574742.0,142147.0,Balanced,565627.0
2799178,1205594.0,1470115.0,123469.0,Balanced,1581532.0
1046530,641740.0,295029.0,109761.0,Spender,242219.0
821253,422293.0,343679.0,55281.0,Saver,379454.0
2651623,1743959.0,274632.0,633032.0,Spender,257906.0
2126696,1811064.0,0.0,627397.0,Spender,0.0
1428246,970266.0,447058.0,10922.0,Spender,387628.0
2086915,646314.0,1008597.0,432004.0,Saver,1150775.0
2953540,2499293.0,220364.0,233883.0,Spender,192759.0
433152,190519.0,234003.0,8630.0,Saver,252824.0
1004652,582549.0,417778.0,4325.0,Balanced,417301.0
2241422,898515.0,750493.0,592414.0,Saver,859604.0
1095482,343776.0,635495.0,116211.0,Saver,735554.0
1889765,776794.0,549135.0,563836.0,Saver,607119.0
1641961,1240478.0,183573.0,217910.0,Spender,152459.0
1764331,711918.0,953118.0,99295.0,Balanced,925414.0
1988900,1138222.0,386980.0,463698.0,Balanced,414801.0
2305920,2001337.0,0.0,640925.0,Spender,0.0
1345302,626039.0,390086.0,329177.0,Balanced,413181.0
620451,544775.0,0.0,138708.0,Spender,0.0
69816,29971.0,32835.0,7010.0,Balanced,33446.0
1017344,557129.0,440532.0,19683.0,Saver,476511.0
2905059,2475393.0,254230.0,175436.0,Spender,211943.0
2462149,1175253.0,956862.0,330034.0,Balanced,931110.0
1254565,862329.0,32352.0,359884.0,Balanced,35547.0
1719595,902752.0,443938.0,372905.0,Balanced,476405.0
1088896,372813.0,445509.0,270574.0,Saver,509626.0
2878032,1374302.0,1264312.0,239418.0,Saver,1368189.0
1624623,1135586.0,155751.0,333286.0,Balanced,155852.0
2928604,1668682.0,502200.0,757722.0,Saver,553735.0
183554,70408.0,86747.0,26399.0,Saver,97300.0
2598434,1229309.0,1034011.0,335114.0,Saver,1151164.0
314223,199409.0,46998.0,67816.0,Spender,46379.0
2018797,885350.0,794343.0,339104.0,Saver,919946.0
1158252,876705.0,0.0,345103.0,Spender,0.0
1840380,1278298.0,327377.0,234705.0,Spender,285470.0
1713261,934166.0,688664.0,90431.0,Balanced,667966.0
2744287,1580659.0,775090.0,388538.0,Saver,846323.0
1716471,1287424.0,307930.0,121117.0,Spender,305398.0
2367330,2010566.0,0.0,398602.0,Spender,0.0
1248097,618079.0,582916.0,47102.0,Balanced,554457.0
476752,424987.0,0.0,135871.0,Spender,0.0
638365,273245.0,200456.0,164664.0,Balanced,203624.0
874690,416069.0,417800.0,40821.0,Saver,476449.0
753662,480057.0,234627.0,38978.0,Balanced,240483.0
1355585,1144402.0,2787.0,208396.0,Spender,2268.0
1236293,444428.0,505213.0,286652.0,Saver,569543.0
1480491,770586.0,612602.0,97303.0,Balanced,593941.0
2709440,1591143.0,1068737.0,49560.0,Balanced,1098533.0
1649601,651204.0,728423.0,269974.0,Saver,791730.0
350709,174474.0,103470.0,72765.0,Saver,110881.0
1950163,806654.0,1000543.0,142966.0,Saver,1093782.0
1284816,649166.0,350510.0,285140.0,Balanced,338222.0
1675351,556921.0,640631.0,477799.0,Saver,699952.0
2014956,628215.0,1303881.0,82860.0,Saver,1538632.0
1373062,755983.0,406577.0,210502.0,Saver,445639.0
1409490,770798.0,614657.0,24035.0,Balanced,627278.0
1177199,669664.0,434551.0,72984.0,Balanced,446706.0
1067289,546096.0,492434.0,28759.0,Balanced,480982.0
1960637,668622.0,1054382.0,237633.0,Saver,1176973.0
957425,512099.0,209561.0,235765.0,Balanced,225896.0
2330827,1092429.0,834841.0,403557.0,Balanced,803183.0
1835910,1195737.0,517579.0,122594.0,Balanced,563345.0
702465,629434.0,64578.0,8453.0,Spender,62913.0
1306182,1132106.0,0.0,216852.0,Spender,0.0
2652967,1481635.0,1065640.0,105692.0,Balanced,1044094.0
126218,61650.0,51590.0,12978.0,Saver,57917.0
2734670,2418643.0,0.0,418562.0,Spender,0.0
820044,460540.0,137174.0,222330.0,Balanced,132372.0
1434775,848780.0,550776.0,35219.0,Balanced,569242.0
2596741,1528880.0,547001.0,520860.0,Balanced,588577.0
1785416,1093454.0,684420.0,7542.0,Balanced,746348.0
528446,260041.0,168543.0,99862.0,Saver,184007.0
512052,256646.0,170682.0,84724.0,Saver,186608.0
1778096,1454071.0,0.0,433073.0,Spender,0.0
397739,335186.0,0.0,63439.0,Spender,0.0
522327,219856.0,247217.0,55254.0,Saver,275550.0
2744946,1437666.0,1107379.0,199901.0,Saver,1293054.0
84911,53499.0,29240.0,2172.0,Spender,27556.0
1972135,1307242.0,348594.0,316299.0,Balanced,378241.0
2572189,1252690.0,634019.0,685480.0,Balanced,636150.0
2877551,1499314.0,933876.0,444361.0,Balanced,967339.0
1028039,659058.0,141033.0,227948.0,Balanced,150197.0
949885,561473.0,303368.0,85044.0,Balanced,329071.0
658746,324491.0,245694.0,88561.0,Balanced,265537.0
366915,171577.0,159607.0,35731.0,Balanced,162772.0
549876,377938.0,153913.0,18025.0,Balanced,167154.0
2012165,857852.0,902598.0,251715.0,Balanced,917589.0
661213,265345.0,244261.0,151607.0,Balanced,265127.0
818734,656527.0,65193.0,97014.0,Spender,62285.0
97057,47009.0,31117.0,18931.0,Saver,33707.0
1366870,712528.0,343263.0,311079.0,Saver,408294.0
1889433,981542.0,724954.0,182937.0,Saver,787568.0
2401878,1342596.0,484622.0,574660.0,Saver,574889.0
2425328,1398523.0,780203.0,246602.0,Saver,891200.0
2076580,1728768.0,188264.0,159548.0,Spender,175740.0
758754,508128.0,199991.0,50635.0,Spender,164366.0
2057954,1109338.0,825198.0,123418.0,Balanced,792076.0
194931,96006.0,55819.0,43106.0,Saver,66718.0
1542252,866452.0,265171.0,410629.0,Balanced,265314.0
2309643,1033956.0,1115872.0,159815.0,Balanced,1201410.0
451921,351044.0,89320.0,11557.0,Spender,84041.0
2058960,1371182.0,493968.0,193810.0,Balanced,514033.0
310910,132309.0,117242.0,61359.0,Saver,135154.0
137955,69071.0,53632.0,15252.0,Saver,57033.0
2774585,2177440.0,140024.0,457121.0,Spender,123568.0
1987878,821218.0,722784.0,443876.0,Saver,824741.0
257990,198544.0,27831.0,31615.0,Spender,27094.0
2135259,1415813.0,79064.0,640382.0,Spender,74552.0
2525539,1171426.0,1128368.0,225745.0,Saver,1227575.0
588884,317791.0,98271.0,172822.0,Saver,117703.0
2049652,1696465.0,228345.0,124842.0,Spender,212043.0
1046261,530859.0,480583.0,34819.0,Balanced,492692.0
1755215,1112149.0,247705.0,395361.0,Spender,236874.0
1292845,698114.0,322338.0,272393.0,Saver,367596.0
1996504,757697.0,752956.0,485851.0,Saver,870792.0
2539569,802283.0,1475515.0,261771.0,Saver,1685879.0
2285307,990813.0,656340.0,638154.0,Saver,706764.0
956739,594940.0,327505.0,34294.0,Balanced,337823.0
2033851,1103462.0,911915.0,18474.0,Saver,996235.0
2046055,1421314.0,440250.0,184491.0,Balanced,455898.0
1355289,619126.0,411981.0,324182.0,Balanced,399138.0
1540077,597763.0,631381.0,310933.0,Saver,684919.0
593351,464503.0,51201.0,77647.0,Spender,49242.0
117642,75691.0,32907.0,9044.0,Balanced,33262.0
140093,65875.0,71727.0,2491.0,Balanced,75390.0
1606182,1161228.0,282325.0,162629.0,Spender,253971.0
267215,139625.0,90713.0,36877.0,Balanced,90813.0
2053679,1297681.0,332720.0,423278.0,Balanced,340797.0
1805856,1214040.0,241856.0,349960.0,Spender,232844.0
1782465,1231019.0,44863.0,506583.0,Balanced,44515.0
85954,64735.0,18630.0,2589.0,Spender,16474.0
576861,394931.0,123724.0,58206.0,Spender,103992.0
2094424,1016393.0,775442.0,302589.0,Balanced,777519.0
2706807,1097583.0,1064591.0,544633.0,Balanced,1152703.0
2642705,2134590.0,115315.0,392800.0,Spender,110373.0
2909244,1550000.0,562613.0,796631.0,Saver,622274.0
936040,383522.0,381596.0,170922.0,Balanced,370094.0
372918,214719.0,153761.0,4438.0,Balanced,155759.0
1122328,712119.0,371941.0,38268.0,Balanced,396399.0
2988613,1532776.0,780265.0,675572.0,Balanced,746378.0
2295909,1216424.0,586470.0,493015.0,Balanced,622714.0
166739,118132.0,40929.0,7678.0,Spender,38309.0
1940969,766091.0,1140576.0,34302.0,Saver,1208665.0
1336585,998887.0,105646.0,232052.0,Spender,97947.0
830316,373501.0,298456.0,158359.0,Balanced,296904.0
2483828,1321909.0,1061101.0,100818.0,Balanced,1036264.0
1416853,1250440.0,0.0,201315.0,Spender,0.0
1064929,647712.0,319510.0,97707.0,Spender,268733.0
1616847,564964.0,600149.0,451734.0,Saver,704385.0
2470564,1317578.0,990522.0,162464.0,Saver,1150293.0
2632569,1683836.0,369625.0,579108.0,Spender,368202.0
1530035,583531.0,708675.0,237829.0,Saver,800882.0
238456,175611.0,62021.0,824.0,Spender,50723.0
2703093,2386692.0,0.0,419249.0,Spender,0.0
2056032,1346804.0,647873.0,61355.0,Spender,626964.0
278504,160676.0,62763.0,55065.0,Saver,69637.0
1744693,1073959.0,374735.0,295999.0,Balanced,381612.0
2799817,2243615.0,547444.0,8758.0,Spender,483061.0
2094491,1292432.0,673441.0,128618.0,Balanced,663546.0
1624486,665022.0,581174.0,378290.0,Balanced,558496.0
623044,205399.0,366099.0,51546.0,Saver,394319.0
1139385,798085.0,170637.0,170663.0,Spender,148930.0
1639589,692219.0,793905.0,153465.0,Balanced,783438.0
766756,533875.0,20905.0,211976.0,Balanced,21656.0
101226,58116.0,26815.0,16295.0,Balanced,27944.0
2646664,1445616.0,648287.0,552761.0,Balanced,671308.0
1276476,683749.0,560760.0,31967.0,Saver,595941.0
622212,369026.0,245657.0,7529.0,Saver,282513.0
2483478,2201700.0,88642.0,193136.0,Spender,77732.0
274137,229705.0,19008.0,25424.0,Spender,18545.0
1550844,640735.0,590163.0,319946.0,Saver,666201.0
979168,411043.0,400943.0,167182.0,Balanced,385979.0
413476,260289.0,106723.0,46464.0,Spender,85575.0
1450283,870671.0,295015.0,284597.0,Spender,277462.0
1783309,714342.0,981461.0,87506.0,Balanced,991351.0
1609161,1095720.0,482791.0,30650.0,Balanced,479508.0
741757,651341.0,0.0,190151.0,Spender,0.0
440719,264549.0,101607.0,74563.0,Balanced,97630.0
1577937,975170.0,295498.0,307269.0,Balanced,298098.0
1199947,904715.0,184630.0,110602.0,Spender,159325.0
2710149,1006421.0,1401312.0,302416.0,Saver,1639575.0
2168324,1245302.0,869442.0,53580.0,Saver,935718.0
2682995,1833310.0,159896.0,689789.0,Spender,152103.0
2103490,1728861.0,772.0,373857.0,Spender,695.0
1046121,495475.0,524401.0,26245.0,Balanced,504622.0
2728932,1803946.0,266334.0,658652.0,Balanced,291756.0
758362,451507.0,205815.0,101040.0,Balanced,218191.0
2660471,1577150.0,472662.0,610659.0,Balanced,467469.0
2927450,1256491.0,1659876.0,11083.0,Balanced,1721728.0
926031,672151.0,245896.0,7984.0,Spender,240975.0
2088435,955402.0,1026032.0,107001.0,Saver,1220589.0
1320896,644876.0,592440.0,83580.0,Balanced,627793.0
1109622,959038.0,0.0,254311.0,Spender,0.0
278071,236722.0,0.0,58953.0,Spender,0.0
428165,234671.0,114358.0,79136.0,Balanced,125618.0
2044849,1026533.0,475495.0,542821.0,Balanced,469086.0
758662,637627.0,64784.0,56251.0,Spender,52986.0
